Property_Address,Property_City,Distress_Signal,Urgency_Score,Match_Score,Buyer_Company,Buyer_Contact,Buyer_Email,Buyer_Phone,Buyer_Category,Buyer_City,Owner_Name,Owner_Phone
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Horizon Home Buyers,James Miller,james@horizonhomebuyers.com,+1 672-538-1290,Cash Buyer,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Home Buyers,John Garcia,john@nextgenhomebuyers.com,+1 921-938-8059,Cash Buyer,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Home Buyers,David Brown,david@nextgenhomebuyers.com,+1 471-709-8196,Cash Buyer,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Nova Home Buyers,Ashley Williams,ashley@novahomebuyers.com,+1 839-479-5936,Cash Buyer,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Nova Home Buyers,David Miller,david@novahomebuyers.com,+1 545-864-9914,Cash Buyer,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Home Buyers,Robert Jones,robert@pioneerhomebuyers.com,+1 941-510-3714,Cash Buyer,"Charlotte, NC",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Home Buyers,Christopher Davis,christopher@pioneerhomebuyers.com,+1 737-720-8904,Cash Buyer,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Home Buyers,James Rodriguez,james@primehomebuyers.com,+1 929-749-4156,Cash Buyer,"Orlando, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Sellhomedallas,,,,Cash Buyer,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Home Buyers,Emily Garcia,emily@stellarhomebuyers.com,+1 777-990-1869,Cash Buyer,"Orlando, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Home Buyers,Michael Garcia,michael@stellarhomebuyers.com,+1 254-930-1212,Cash Buyer,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Home Buyers,Sarah Garcia,sarah@stellarhomebuyers.com,+1 242-705-9721,Cash Buyer,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Home Buyers,Jessica Garcia,jessica@stellarhomebuyers.com,+1 861-903-8466,Cash Buyer,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Home Buyers,Jessica Martinez,jessica@summithomebuyers.com,+1 308-223-4077,Cash Buyer,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Home Buyers,John Smith,john@summithomebuyers.com,+1 780-587-5283,Cash Buyer,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Home Buyers,James Rodriguez,james@summithomebuyers.com,+1 241-657-5915,Cash Buyer,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Titan Home Buyers,John Garcia,john@titanhomebuyers.com,+1 796-547-9650,Cash Buyer,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Titan Home Buyers,Sarah Jones,sarah@titanhomebuyers.com,+1 413-933-4853,Cash Buyer,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Home Buyers,John Jones,john@vanguardhomebuyers.com,+1 405-237-3508,Cash Buyer,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Home Buyers,Emily Miller,emily@velocityhomebuyers.com,+1 960-793-6570,Cash Buyer,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Home Buyers,David Davis,david@velocityhomebuyers.com,+1 427-642-5531,Cash Buyer,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Equity,John Martinez,john@apexequity.com,+1 336-517-6455,Equity Partner,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Equity,William Williams,william@apexequity.com,+1 978-329-5455,Equity Partner,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Equity,James Rodriguez,james@blueskyequity.com,+1 894-324-6666,Equity Partner,"Charlotte, NC",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Equity,David Williams,david@blueskyequity.com,+1 753-872-9641,Equity Partner,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Eagle Equity,William Jones,william@eagleequity.com,+1 768-524-1452,Equity Partner,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Equity,Michael Davis,michael@eliteequity.com,+1 272-561-4176,Equity Partner,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Equity,David Brown,david@eliteequity.com,+1 452-766-5657,Equity Partner,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Horizon Equity,Emily Williams,emily@horizonequity.com,+1 286-897-2910,Equity Partner,"Charlotte, NC",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Equity,Michael Miller,michael@nextgenequity.com,+1 311-769-9990,Equity Partner,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Nova Equity,Sarah Miller,sarah@novaequity.com,+1 372-551-8800,Equity Partner,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Equity,Robert Garcia,robert@primeequity.com,+1 337-771-6019,Equity Partner,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Equity,Robert Smith,robert@summitequity.com,+1 525-552-9234,Equity Partner,"Charlotte, NC",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Equity,Christopher Rodriguez,christopher@summitequity.com,+1 903-930-5773,Equity Partner,"Miami, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Equity,Emily Johnson,emily@velocityequity.com,+1 945-281-2459,Equity Partner,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Eagle Holdings,Robert Johnson,robert@eagleholdings.com,+1 545-707-3944,Holdings,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Holdings,Emily Johnson,emily@eliteholdings.com,+1 330-471-7876,Holdings,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Horizon Holdings,Ashley Williams,ashley@horizonholdings.com,+1 653-594-8319,Holdings,"Miami, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Horizon Holdings,Emily Davis,emily@horizonholdings.com,+1 297-861-6948,Holdings,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Holdings,Ashley Davis,ashley@nextgenholdings.com,+1 213-730-3252,Holdings,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Holdings,Christopher Brown,christopher@pioneerholdings.com,+1 826-413-2691,Holdings,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Holdings,Sarah Jones,sarah@pioneerholdings.com,+1 670-290-1730,Holdings,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Holdings,Emily Williams,emily@primeholdings.com,+1 889-722-7266,Holdings,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Holdings,Michael Smith,michael@primeholdings.com,+1 596-880-1143,Holdings,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Holdings,David Davis,david@primeholdings.com,+1 735-909-7649,Holdings,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Holdings,Jessica Smith,jessica@stellarholdings.com,+1 531-228-7016,Holdings,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Titan Holdings,James Brown,james@titanholdings.com,+1 379-511-2935,Holdings,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Titan Holdings,William Garcia,william@titanholdings.com,+1 967-764-2561,Holdings,"Orlando, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Holdings,Michael Brown,michael@vanguardholdings.com,+1 300-579-5988,Holdings,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Holdings,Emily Johnson,emily@vanguardholdings.com,+1 867-546-5715,Holdings,"Miami, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Holdings,John Brown,john@velocityholdings.com,+1 603-442-4954,Holdings,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Browderpropertyinvestments,,,,Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Eagle Investments,James Martinez,james@eagleinvestments.com,+1 237-375-9453,Investor,"Orlando, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Investments,Sarah Johnson,sarah@nextgeninvestments.com,+1 435-750-7342,Investor,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Investments,Jessica Garcia,jessica@nextgeninvestments.com,+1 852-636-5800,Investor,"Orlando, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Investments,Emily Garcia,emily@nextgeninvestments.com,+1 403-750-4513,Investor,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Nova Investments,Ashley Williams,ashley@novainvestments.com,+1 320-272-7891,Investor,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Nova Investments,Christopher Brown,christopher@novainvestments.com,+1 730-534-6792,Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Investments,John Johnson,john@pioneerinvestments.com,+1 920-409-7768,Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Investments,Emily Johnson,emily@primeinvestments.com,+1 494-473-3899,Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Investments,Sarah Johnson,sarah@stellarinvestments.com,+1 625-327-7091,Investor,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Investments,James Brown,james@stellarinvestments.com,+1 671-247-9816,Investor,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Investments,Sarah Garcia,sarah@summitinvestments.com,+1 705-346-1946,Investor,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Investments,Jessica Smith,jessica@summitinvestments.com,+1 939-639-3137,Investor,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Investments,William Miller,william@summitinvestments.com,+1 544-504-4260,Investor,"Charlotte, NC",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Investments,Sarah Williams,sarah@vanguardinvestments.com,+1 348-921-9979,Investor,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Investments,Ashley Garcia,ashley@vanguardinvestments.com,+1 847-912-9838,Investor,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Investments,Brian Johnson,brian@velocityinvestments.com,+1 384-489-7018,Investor,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Investments,Christopher Johnson,christopher@velocityinvestments.com,+1 483-278-5291,Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Properties,Michael Rodriguez,michael@apexproperties.com,+1 313-271-9931,Property Investor,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Properties,Christopher Rodriguez,christopher@apexproperties.com,+1 369-679-9274,Property Investor,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Properties,David Brown,david@apexproperties.com,+1 380-314-2413,Property Investor,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Properties,James Davis,james@blueskyproperties.com,+1 293-791-4112,Property Investor,"Orlando, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Eagle Properties,James Brown,james@eagleproperties.com,+1 282-323-6052,Property Investor,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Horizon Properties,David Jones,david@horizonproperties.com,+1 582-826-5630,Property Investor,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,NextGen Properties,William Martinez,william@nextgenproperties.com,+1 418-455-1952,Property Investor,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Nova Properties,Sarah Rodriguez,sarah@novaproperties.com,+1 671-654-5276,Property Investor,"Miami, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Ntxpropertygroup,,,,Property Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Properties,Christopher Garcia,christopher@pioneerproperties.com,+1 474-827-2607,Property Investor,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Properties,Jessica Garcia,jessica@pioneerproperties.com,+1 269-880-4384,Property Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Properties,William Jones,william@pioneerproperties.com,+1 674-401-4634,Property Investor,"Orlando, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Properties,William Miller,william@stellarproperties.com,+1 380-393-4605,Property Investor,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Titan Properties,Jessica Garcia,jessica@titanproperties.com,+1 911-252-4292,Property Investor,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Titan Properties,Emily Rodriguez,emily@titanproperties.com,+1 895-430-8739,Property Investor,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Properties,Sarah Johnson,sarah@vanguardproperties.com,+1 284-549-3039,Property Investor,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Properties,Brian Garcia,brian@vanguardproperties.com,+1 417-911-6015,Property Investor,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Properties,James Johnson,james@velocityproperties.com,+1 653-815-5682,Property Investor,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Solutions,Sarah Miller,sarah@apexsolutions.com,+1 357-915-6667,Real Estate Solutions,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Solutions,Robert Brown,robert@apexsolutions.com,+1 618-260-2187,Real Estate Solutions,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Solutions,William Davis,william@blueskysolutions.com,+1 908-797-9999,Real Estate Solutions,"Miami, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Solutions,Emily Williams,emily@blueskysolutions.com,+1 914-574-8817,Real Estate Solutions,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Solutions,David Johnson,david@blueskysolutions.com,+1 337-612-4681,Real Estate Solutions,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Solutions,William Garcia,william@elitesolutions.com,+1 617-577-8424,Real Estate Solutions,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Solutions,Sarah Rodriguez,sarah@elitesolutions.com,+1 630-726-3076,Real Estate Solutions,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Horizon Solutions,Michael Johnson,michael@horizonsolutions.com,+1 680-414-1306,Real Estate Solutions,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Liberty Solutions,Michael Williams,michael@libertysolutions.com,+1 695-989-9509,Real Estate Solutions,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Solutions,Emily Brown,emily@pioneersolutions.com,+1 567-242-4727,Real Estate Solutions,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Pioneer Solutions,Brian Martinez,brian@pioneersolutions.com,+1 467-216-3716,Real Estate Solutions,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Solutions,Michael Miller,michael@primesolutions.com,+1 408-671-3796,Real Estate Solutions,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Prime Solutions,Emily Jones,emily@primesolutions.com,+1 872-915-3792,Real Estate Solutions,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Stellar Solutions,Sarah Brown,sarah@stellarsolutions.com,+1 334-416-7639,Real Estate Solutions,"Phoenix, AZ",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Solutions,Robert Johnson,robert@summitsolutions.com,+1 239-920-4201,Real Estate Solutions,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Summit Solutions,Christopher Martinez,christopher@summitsolutions.com,+1 388-923-1830,Real Estate Solutions,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Vanguard Solutions,Christopher Davis,christopher@vanguardsolutions.com,+1 835-975-4252,Real Estate Solutions,"Denver, CO",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Velocity Solutions,David Rodriguez,david@velocitysolutions.com,+1 664-515-7155,Real Estate Solutions,"Houston, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Wholesalers,Christopher Rodriguez,christopher@apexwholesalers.com,+1 493-654-1715,Wholesaler,"Miami, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Apex Wholesalers,Sarah Jones,sarah@apexwholesalers.com,+1 432-881-8976,Wholesaler,"Tampa, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Wholesalers,Christopher Smith,christopher@blueskywholesalers.com,+1 588-259-7463,Wholesaler,"Miami, FL",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Wholesalers,Michael Davis,michael@blueskywholesalers.com,+1 720-985-1960,Wholesaler,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Wholesalers,William Davis,william@blueskywholesalers.com,+1 772-956-6727,Wholesaler,"Charlotte, NC",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,BlueSky Wholesalers,Robert Davis,robert@blueskywholesalers.com,+1 272-852-4156,Wholesaler,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Dfwwholesaleproperties,,,,Wholesaler,"Dallas, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Wholesalers,Emily Jones,emily@elitewholesalers.com,+1 652-463-6636,Wholesaler,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Wholesalers,Robert Miller,robert@elitewholesalers.com,+1 280-213-4926,Wholesaler,"Atlanta, GA",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Wholesalers,Christopher Johnson,christopher@elitewholesalers.com,+1 883-333-2987,Wholesaler,"Austin, TX",RICHARD CLARK,972-755-3493
"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,75,79.0,Elite Wholesalers,James Miller,james@elitewholesalers.com,+1 574-356-5484,Wholesaler,"Miami, FL",RICHARD CLARK,972-755-3493
