"Lead_Type","Entity_Name","Contact_Name","Email","Phone","Website","Property_Address","City","State","Distress_Signal","Signal_Date","Owner_Name","Owner_Phone","Category","Lead_Source","Status","Confidence","QA_Status","Verification_Status","Evidence","Source_File"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10819 WALLBROOK DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-04T09:40:56.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8903 VISTA VIEW DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-04T09:36:05.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10052 HICKORY CROSSING, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-03T22:06:03.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8901 VISTA VIEW DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-04T08:03:39.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9006 BRYSON DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-04T09:43:58.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9614 HEATHERDALE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-04T20:25:51.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8624 LOCKHAVEN DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-07T20:09:20.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10105 APPLE CREEK DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-04T17:40:44.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8204 BENARES DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-04T11:19:20.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9633 FERRIS BRANCH BLVD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-04T16:05:32.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8605 WHITE ROCK TRL, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-12T22:00:24.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9611 FALLBROOK DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-03T07:14:35.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10205 LANSHIRE DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-12T21:44:40.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10206 LAKEMERE DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-12T21:41:13.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9316 FERNDALE RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-12T21:42:27.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9624 FALLBROOK DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-03T07:17:26.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8751 FERNDALE RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-03T12:40:14.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9833 WALNUT ST, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-03T16:02:49.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8710 VISTA VIEW DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-03T08:31:21.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9722 FOREST LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-03T08:22:10.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8905 VISTA VIEW DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-03T08:24:42.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10827 WALLBROOK DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-08T16:19:57.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9728 FOREST LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T16:40:47.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9405 DOVE MEADOW DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T16:19:19.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10000 WALNUT ST, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T15:31:01.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9655 CHIMNEY HILL LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T15:54:43.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9514 ROBIN MEADOW DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T17:00:09.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10022 GLEN CANYON DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T08:42:04.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8759 BOUNDBROOK AVE, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T09:27:29.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8627 SKYLINE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T20:33:07.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9147 BRYSON DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-08T17:29:54.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9101 BRYSON DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-08T17:36:48.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10606 FERNDALE RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-08T09:51:13.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10520 FERNDALE RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-08T09:52:11.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9747 WHITEHURST DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T09:15:28.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","7000 MERRIMAN PKWY, DALLAS, TX, 75231","DALLAS","TX","Code Concern - CCS","2026-07-08T07:25:29.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9909 CARIBOU TRL, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-08T08:00:36.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8850 FAIR OAKS XING","DALLAS","TX","Code Concern - CCS","2026-07-08T10:26:12.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","12480 ABRAMS RD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T13:38:52.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9227 CLUB GLEN DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T15:15:25.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9222 CLOVER VALLEY DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-08T12:16:14.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10540 ESTATE LN, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-08T10:41:05.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","7209 CROFTON DR, DALLAS, TX, 75231","DALLAS","TX","Code Concern - CCS","2026-07-08T10:41:48.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10118 CARIBOU TRL, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-10T09:00:52.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10900 MIDDLE KNOLL DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-10T09:35:07.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9850 WHITEHURST DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T08:53:38.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","12125 HOBLITZELLE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T08:41:57.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","11955 HOBLITZELLE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T08:46:19.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","13510 TI BLVD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T09:39:16.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9387 PINYON TREE RD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T12:26:06.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10102 APPLE CREEK DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T18:50:32.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10151 SHOREVIEW RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-10T11:37:37.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9522 LIPTONSHIRE DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-10T10:30:18.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9927 CLAYMORE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T11:02:02.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8901 VANTAGE POINT DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T12:56:19.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9514 STILL CREEK LN, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-09T13:08:51.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","13216 FALL MANOR DR, DALLAS, TX, 75243","DALLAS","TX","Single Family Rental Needs Registration - CCS","2026-07-09T12:07:55.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","11515 LEISURE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T11:06:20.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","11991 AUDELIA RD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T11:14:18.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10538 FOREST LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T14:01:38.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9109 BRYSON DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-10T07:30:42.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","12032 BELLAFONTE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-10T08:37:09.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9395 PINYON TREE RD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T20:01:00.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9069 VANTAGE POINT DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T14:24:55.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8206 BUNCHE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-09T16:36:59.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ANDREW GARCIA","","","972-782-3384","","11600 AUDELIA RD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-02T18:34:24.000","ANDREW GARCIA","972-782-3384","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-04.csv"
"Distressed Property","ANDREW HARRIS","","","469-391-4166","","10028 ROYAL LN, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-06-29T10:15:06.000","ANDREW HARRIS","469-391-4166","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-02.csv"
"Distressed Property","ANDREW JOHNSON","","","214-509-6098","","12427 HALLUM ST, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-06-29T11:16:33.000","ANDREW JOHNSON","214-509-6098","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-02.csv"
